n 200
m 1561
e 1 25
e 1 28
e 1 42
e 1 74
e 1 110
e 1 113
e 1 121
e 1 192
e 1 196
e 2 12
e 2 30
e 2 36
e 2 40
e 2 45
e 2 50
e 2 54
e 2 64
e 2 73
e 2 116
e 2 125
e 2 128
e 2 146
e 2 153
e 2 156
e 2 187
e 2 195
e 3 6
e 3 25
e 3 50
e 3 51
e 3 53
e 3 75
e 3 101
e 3 105
e 3 118
e 3 123
e 3 136
e 3 148
e 3 171
e 3 177
e 3 181
e 3 187
e 4 21
e 4 29
e 4 30
e 4 46
e 4 60
e 4 80
e 4 110
e 4 114
e 4 136
e 4 138
e 4 156
e 4 160
e 4 195
e 5 31
e 5 47
e 5 57
e 5 65
e 5 67
e 5 80
e 5 88
e 5 114
e 5 129
e 5 141
e 5 143
e 5 149
e 5 165
e 5 167
e 5 170
e 5 196
e 6 37
e 6 48
e 6 49
e 6 75
e 6 107
e 6 129
e 6 131
e 6 132
e 6 136
e 6 150
e 6 171
e 6 198
e 7 8
e 7 20
e 7 40
e 7 42
e 7 96
e 7 102
e 7 132
e 7 139
e 7 144
e 7 153
e 7 157
e 7 165
e 7 170
e 7 194
e 8 17
e 8 19
e 8 25
e 8 29
e 8 48
e 8 56
e 8 61
e 8 76
e 8 91
e 8 95
e 8 97
e 8 107
e 8 112
e 8 125
e 8 195
e 8 198
e 8 200
e 9 18
e 9 52
e 9 62
e 9 77
e 9 109
e 9 111
e 9 117
e 9 123
e 9 124
e 9 133
e 9 142
e 9 161
e 9 169
e 9 175
e 9 176
e 9 191
e 9 200
e 10 13
e 10 15
e 10 31
e 10 37
e 10 42
e 10 79
e 10 88
e 10 96
e 10 111
e 10 117
e 10 134
e 10 140
e 10 149
e 10 161
e 10 176
e 10 188
e 10 194
e 11 19
e 11 21
e 11 47
e 11 71
e 11 102
e 11 112
e 11 116
e 11 133
e 11 138
e 11 161
e 11 175
e 11 182
e 11 191
e 12 15
e 12 29
e 12 35
e 12 43
e 12 87
e 12 88
e 12 89
e 12 91
e 12 121
e 12 122
e 12 173
e 12 188
e 13 16
e 13 23
e 13 24
e 13 40
e 13 44
e 13 49
e 13 65
e 13 68
e 13 79
e 13 81
e 13 88
e 13 96
e 13 101
e 13 108
e 13 138
e 13 148
e 13 154
e 13 159
e 13 163
e 13 176
e 13 190
e 14 26
e 14 29
e 14 36
e 14 43
e 14 50
e 14 69
e 14 70
e 14 86
e 14 100
e 14 102
e 14 103
e 14 111
e 14 117
e 14 120
e 14 122
e 14 126
e 14 138
e 14 146
e 14 164
e 14 177
e 14 199
e 15 18
e 15 31
e 15 48
e 15 60
e 15 81
e 15 100
e 15 110
e 15 111
e 15 140
e 15 149
e 15 154
e 15 165
e 15 182
e 15 196
e 16 19
e 16 26
e 16 34
e 16 43
e 16 46
e 16 57
e 16 82
e 16 97
e 16 109
e 16 118
e 16 137
e 16 141
e 16 152
e 16 157
e 17 19
e 17 21
e 17 23
e 17 33
e 17 35
e 17 43
e 17 60
e 17 61
e 17 65
e 17 96
e 17 110
e 17 122
e 17 123
e 17 169
e 17 179
e 17 200
e 18 25
e 18 36
e 18 42
e 18 75
e 18 82
e 18 92
e 18 100
e 18 109
e 18 117
e 18 137
e 18 167
e 18 172
e 18 175
e 18 176
e 19 46
e 19 56
e 19 58
e 19 71
e 19 83
e 19 92
e 19 108
e 19 134
e 19 135
e 19 141
e 19 147
e 19 182
e 19 190
e 20 28
e 20 35
e 20 48
e 20 59
e 20 73
e 20 74
e 20 85
e 20 87
e 20 89
e 20 93
e 20 97
e 20 101
e 20 113
e 20 127
e 20 135
e 20 160
e 20 169
e 20 171
e 20 172
e 20 187
e 21 22
e 21 29
e 21 45
e 21 86
e 21 97
e 21 103
e 21 133
e 21 134
e 21 148
e 21 152
e 21 156
e 21 162
e 21 193
e 21 198
e 21 200
e 22 29
e 22 33
e 22 37
e 22 42
e 22 53
