n 200
m 1602
e 1 9
e 1 20
e 1 29
e 1 48
e 1 69
e 1 71
e 1 82
e 1 92
e 1 98
e 1 139
e 1 146
e 1 161
e 1 173
e 1 175
e 1 177
e 1 180
e 1 190
e 1 194
e 1 196
e 2 4
e 2 34
e 2 65
e 2 69
e 2 72
e 2 82
e 2 83
e 2 103
e 2 106
e 2 116
e 2 139
e 2 145
e 2 155
e 2 161
e 2 170
e 2 178
e 2 192
e 3 17
e 3 30
e 3 38
e 3 55
e 3 66
e 3 71
e 3 75
e 3 81
e 3 85
e 3 93
e 3 106
e 3 127
e 3 135
e 3 136
e 3 146
e 3 148
e 3 154
e 3 157
e 3 161
e 3 180
e 3 190
e 3 191
e 4 14
e 4 29
e 4 56
e 4 57
e 4 67
e 4 114
e 4 159
e 4 171
e 4 181
e 4 192
e 4 200
e 5 23
e 5 80
e 5 85
e 5 96
e 5 119
e 5 122
e 5 125
e 5 127
e 5 168
e 5 171
e 5 175
e 5 176
e 5 195
e 6 32
e 6 50
e 6 89
e 6 91
e 6 93
e 6 99
e 6 115
e 6 122
e 6 130
e 6 138
e 6 139
e 6 144
e 6 158
e 7 9
e 7 12
e 7 13
e 7 52
e 7 57
e 7 61
e 7 76
e 7 88
e 7 95
e 7 106
e 7 108
e 7 116
e 7 123
e 7 129
e 7 145
e 7 147
e 7 151
e 7 160
e 7 172
e 7 179
e 7 186
e 7 187
e 7 192
e 7 199
e 8 30
e 8 36
e 8 63
e 8 72
e 8 95
e 8 109
e 8 115
e 8 138
e 8 143
e 8 159
e 8 168
e 8 178
e 9 14
e 9 15
e 9 29
e 9 32
e 9 34
e 9 61
e 9 71
e 9 101
e 9 116
e 9 119
e 9 134
e 9 146
e 9 193
e 10 23
e 10 27
e 10 42
e 10 60
e 10 74
e 10 117
e 10 126
e 10 133
e 10 135
e 10 141
e 10 169
e 10 171
e 10 194
e 11 14
e 11 46
e 11 54
e 11 69
e 11 71
e 11 79
e 11 114
e 11 127
e 11 152
e 12 40
e 12 44
e 12 64
e 12 75
e 12 101
e 12 102
e 12 106
e 12 110
e 12 122
e 12 124
e 12 144
e 12 172
e 12 186
e 12 191
e 13 15
e 13 37
e 13 38
e 13 106
e 13 110
e 13 152
e 13 169
e 13 170
e 13 192
e 14 24
e 14 49
e 14 60
e 14 64
e 14 132
e 14 153
e 14 159
e 15 18
e 15 20
e 15 36
e 15 72
e 15 76
e 15 104
e 15 119
e 15 131
e 15 136
e 15 138
e 15 168
e 15 170
e 15 172
e 15 178
e 16 17
e 16 25
e 16 28
e 16 31
e 16 34
e 16 48
e 16 75
e 16 95
e 16 100
e 16 101
e 16 103
e 16 111
e 16 115
e 16 127
e 16 128
e 16 147
e 16 156
e 16 166
e 16 188
e 16 194
e 17 22
e 17 34
e 17 42
e 17 44
e 17 99
e 17 102
e 17 137
e 17 138
e 17 177
e 17 186
e 17 190
e 17 193
e 18 19
e 18 32
e 18 46
e 18 61
e 18 87
e 18 97
e 18 108
e 18 149
e 18 170
e 18 188
e 18 192
e 18 198
e 19 46
e 19 55
e 19 77
e 19 91
e 19 142
e 19 182
e 19 193
e 20 26
e 20 45
e 20 65
e 20 69
e 20 78
e 20 80
e 20 85
e 20 97
e 20 107
e 20 109
e 20 142
e 20 157
e 20 162
e 20 169
e 20 199
e 21 26
